City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,'ain el hadjar,34.7585,0.1453,18.63,59,100,6.43,DZ,1718055449
362,vorkuta,67.5,64.0,2.28,96,100,1.79,RU,1718055449
363,morehead city,34.7229,-76.726,27.01,66,0,2.57,US,1718055174
364,raduzhny,62.0961,77.475,13.56,67,99,2.16,RU,1718055449
365,lorengau,-2.0226,147.2712,28.24,84,97,3.18,PG,1718055450
366,saint-pierre,-21.3393,55.4781,20.82,83,20,3.09,RE,1718055450
367,warrnambool,-38.3833,142.4833,14.73,66,100,12.56,AU,1718055450
368,san antonio de pale,-1.4014,5.6325,25.04,83,59,3.57,GQ,1718055450
369,heroica matamoros,25.8833,-97.5,35.97,69,20,3.09,MX,1718055297
370,caruthersville,36.1931,-89.6556,28.99,48,9,0.45,US,1718055451
371,buckingham,51.9997,-0.9878,10.97,93,34,3.37,GB,1718055451
372,severo-yeniseyskiy,60.3725,93.0408,9.21,96,30,0.89,RU,1718055451
373,yanqul,23.5905,56.5501,29.81,40,0,1.36,OM,1718055451
374,rongelap,11.1635,166.8941,28.18,84,6,9.66,MH,1718055451
375,puerto real,36.5282,-6.1901,19.58,77,20,5.66,ES,1718055452
376,port blair,11.6667,92.75,28.02,89,75,4.12,IN,1718055452
377,namdrik,5.5994,168.1028,28.97,79,11,6.81,MH,1718055452
378,chui,-33.6971,-53.4616,12.45,95,9,2.51,UY,1718055452
379,nicoya,10.1483,-85.452,27.53,86,100,1.59,CR,1718055452
380,kamaishi,39.2667,141.8833,19.22,79,11,0.96,JP,1718055453
381,fale old settlement,-9.3852,-171.2468,29.11,75,56,7.23,TK,1718055453
382,cabedelo,-6.9811,-34.8339,26.37,79,22,6.2,BR,1718055453
383,jamaame,0.0697,42.745,25.1,80,98,5.72,SO,1718055453
384,goryachiy klyuch,44.6308,39.13,21.35,91,0,1.21,RU,1718055453
385,rumonge,-3.9736,29.4386,21.48,60,24,1.87,BI,1718055453
386,happy valley-goose bay,53.3168,-60.3315,20.17,52,75,5.66,CA,1718055454
387,taoudenni,22.6783,-3.9836,38.89,13,2,5.55,ML,1718055454
388,uturoa,-16.7333,-151.4333,25.68,76,67,9.13,PF,1718055454
389,papao,-17.75,-149.55,25.82,88,99,9.26,PF,1718055454
390,logrono,42.4667,-2.45,13.72,67,100,4.12,ES,1718055387
391,la palma,33.8464,-118.0467,31.39,64,20,5.14,US,1718055455
392,labytnangi,66.6572,66.4183,5.21,89,43,3.03,RU,1718055455
393,fredericton,45.9454,-66.6656,15.58,90,100,4.63,CA,1718055455
394,takoradi,4.8845,-1.7554,26.3,85,92,6.14,GH,1718055455
395,shendi,16.6915,33.4341,34.9,32,19,3.88,SD,1718055456
396,luderitz,-26.6481,15.1594,19.32,49,48,1.88,NA,1718055456
397,hakha,22.65,93.6167,18.26,89,62,1.48,MM,1718055456
398,klyuchi,52.2667,79.1667,18.27,88,77,3.03,RU,1718055456
399,queenstown,-31.8976,26.8753,8.05,49,5,2.41,ZA,1718055457
400,alofi,-19.0595,-169.9187,24.94,73,75,5.14,NU,1718055457
401,alakurtti,66.9672,30.3491,6.86,87,38,0.76,RU,1718055457
402,atafu village,-8.5421,-172.5159,28.77,76,34,5.56,TK,1718055457
403,maceio,-9.6658,-35.7353,25.69,78,40,2.06,BR,1718055372
404,ambo,-10.1308,-76.2047,21.09,64,68,3.86,PE,1718055253
405,sorong,-0.8833,131.25,26.09,84,99,2.45,ID,1718055458
406,viedma,-40.8135,-62.9967,13.02,44,100,2.56,AR,1718055458
407,st. john's,47.5649,-52.7093,15.71,97,100,3.09,CA,1718055373
408,mazatlan,23.2167,-106.4167,29.98,70,40,7.72,MX,1718055458
409,zhaodong,46.0833,125.9833,19.25,76,93,4.49,CN,1718055459
410,bardai,11.65,7.2333,26.62,67,80,1.72,NG,1718055460
411,rio gallegos,-51.6226,-69.2181,1.03,93,20,2.06,AR,1718055400
412,libreville,0.3925,9.4537,27.01,83,20,3.6,GA,1718055460
413,mogadishu,2.0371,45.3438,26.06,82,98,8.24,SO,1718055449
414,garachico,28.7781,-17.7646,20.06,68,20,5.66,ES,1718055460
415,carutapera,-1.195,-46.02,24.67,94,100,2.44,BR,1718055460
416,khost,33.3395,69.9204,25.94,25,0,1.53,AF,1718055461
417,nosy varika,-20.5833,48.5333,19.41,81,97,5.48,MG,1718055461
418,hualien city,23.9769,121.6044,27.69,78,57,1.38,TW,1718055461
419,mukalla,14.5425,49.1242,31.89,58,3,1.27,YE,1718055461
420,takum,7.2667,9.9833,25.55,81,94,0.75,NG,1718055461
421,cidreira,-30.1811,-50.2056,17.01,90,27,4.05,BR,1718055462
422,karystos,38.0133,24.4161,26.85,54,18,1.0,GR,1718055462
423,medzilaborce,49.2719,21.9007,17.84,98,73,1.39,SK,1718055462
424,al jawf,29.5,38.75,26.49,21,0,3.1,SA,1718055462
425,kruisfontein,-34.0033,24.7314,14.38,49,39,3.15,ZA,1718055462
426,khenifra,32.9333,-5.6667,17.54,67,100,2.61,MA,1718055463
427,warwick,41.7001,-71.4162,25.02,50,40,6.26,US,1718055463
428,bata,1.8639,9.7658,25.65,87,100,2.61,GQ,1718055463
429,pemangkat,1.1667,108.9667,25.37,86,94,2.67,ID,1718055464
430,mosfellsbaer,64.1667,-21.7,11.47,76,0,2.06,IS,1718055464
431,natal,-5.795,-35.2094,26.36,73,0,3.09,BR,1718055351
432,hopelchen,19.7667,-89.85,35.08,46,87,2.48,MX,1718055464
433,whangarei,-35.7317,174.3239,15.02,86,95,2.14,NZ,1718055464
434,khandyga,62.6667,135.6,16.54,55,60,0.3,RU,1718055464
435,regina,50.4501,-104.6178,13.06,93,100,7.72,CA,1718055266
436,le mee-sur-seine,48.5316,2.6283,12.69,81,0,2.06,FR,1718055465
437,holland,42.7875,-86.1089,21.39,59,0,6.69,US,1718055410
438,namibe,-15.1961,12.1522,19.41,87,19,2.88,AO,1718055465
439,moranbah,-22.0016,148.0466,13.16,45,3,4.86,AU,1718055465
440,plastun,44.7561,136.2939,17.64,70,89,1.76,RU,1718055466
441,levuka,50.1834,-105.4011,13.85,94,100,7.2,CA,1718055466
442,n'zeto,-7.2312,12.8666,22.54,95,38,2.65,AO,1718055466
443,yeniseysk,58.4497,92.1703,11.08,93,0,1.34,RU,1718055467
444,caconda,-13.7333,15.0667,12.97,43,5,2.36,AO,1718055467
445,egilsstadir,65.2653,-14.3948,6.95,76,20,5.14,IS,1718055467
446,el granada,37.5027,-122.4694,31.43,72,20,8.75,US,1718055467
447,yatou,37.15,122.3833,22.03,75,52,4.43,CN,1718055467
448,saint croix,17.7397,-64.7388,30.25,75,0,6.69,VI,1718055468
449,beeville,28.4008,-97.7483,35.16,39,72,5.04,US,1718055468
450,letlhakeng,-24.0944,25.0298,8.22,49,0,3.5,BW,1718055468
451,revda,56.801,59.9303,10.35,92,13,1.92,RU,1718055468
452,koulamoutou,-1.1303,12.4736,23.79,76,84,0.87,GA,1718055469
453,daru,-9.0763,143.2092,25.74,91,99,7.7,PG,1718055469
454,kamyshlov,56.8428,62.7111,12.35,79,28,3.52,RU,1718055469
455,rodos,36.4408,28.2225,25.81,60,0,4.02,GR,1718055469
456,west valley,46.5921,-120.6051,31.0,21,0,2.68,US,1718055469
457,yei,4.095,30.6779,19.08,96,25,1.6,SS,1718055470
458,piti village,13.4626,144.6933,28.49,88,20,2.57,GU,1718055470
459,hotan,37.0997,79.9269,23.55,29,14,2.68,CN,1718055470
460,susuman,62.7833,148.1667,9.99,46,45,0.89,RU,1718055470
461,ishigaki,24.3448,124.1572,28.07,100,100,7.72,JP,1718055470
462,tangalle,6.024,80.7911,27.09,88,95,5.11,LK,1718055471
463,prince albert,53.2001,-105.7677,11.97,94,100,3.6,CA,1718055267
464,vangaindrano,-23.35,47.6,17.49,86,46,3.82,MG,1718055471
465,khartsyz'k,48.0424,38.1473,19.01,64,76,1.62,UA,1718055471
466,salekhard,66.53,66.6019,5.22,89,43,2.68,RU,1718055205
467,yuzhno-kurilsk,44.0306,145.8556,11.32,93,100,1.95,RU,1718055472
468,alaghsas,17.0187,8.0168,32.14,17,0,4.06,NE,1718055472
469,valle de la pascua,9.2155,-66.0073,25.99,87,100,2.07,VE,1718055472
470,kidal,18.4411,1.4078,36.54,15,11,1.9,ML,1718055473
471,soe,-9.8607,124.284,15.52,92,63,1.87,ID,1718055473
472,mirny,62.5353,113.9611,11.24,82,7,0.89,RU,1718055473
473,balabanovo,55.1816,36.6606,16.79,91,40,2.24,RU,1718055473
474,zinjibar,13.1287,45.3807,32.09,52,56,0.92,YE,1718055250
475,bacalar,18.6667,-88.3833,31.06,74,100,0.0,MX,1718055474
476,tongchuan,35.0806,109.0897,20.46,54,9,2.28,CN,1718055474
477,acarau,-2.8856,-40.12,25.72,84,27,5.25,BR,1718055474
478,beihai,21.4833,109.1,28.38,82,90,2.29,CN,1718055474
479,sao joao da barra,-21.6403,-41.0511,23.05,83,56,5.35,BR,1718055474
480,bontang,0.1333,117.5,26.05,85,96,1.34,ID,1718055475
481,mhango,-3.2833,32.85,20.16,53,99,1.6,TZ,1718055475
482,nenjiang,49.1833,125.2167,15.37,91,100,2.81,CN,1718055475
483,huancavelica,-12.7667,-74.9833,7.42,50,89,3.0,PE,1718055475
484,maxixe,-23.8597,35.3472,17.43,84,24,3.14,MZ,1718055475
485,falkenberg,56.9055,12.4912,11.25,83,99,4.56,SE,1718055476
486,safford,32.834,-109.7076,37.51,9,0,1.54,US,1718055476
487,cadale,2.7603,46.3222,25.79,83,100,8.66,SO,1718055476
488,limon,10.0,-83.0333,30.94,74,75,3.6,CR,1718055476
489,general villegas,-35.0328,-63.0125,14.1,46,88,3.66,AR,1718055476
490,urengoy,65.9667,78.3667,12.84,56,100,3.99,RU,1718055477
491,oroqen zizhiqi,50.5667,123.7167,13.56,80,52,1.45,CN,1718055477
492,las heras,-46.5419,-68.9359,5.0,95,100,6.14,AR,1718055477
493,villers-la-ville,50.5833,4.5333,9.89,80,20,2.06,BE,1718055477
494,sola,-13.8833,167.55,27.37,94,100,0.0,VU,1718055477
495,leninskoye,41.7589,69.3864,23.13,29,50,2.42,KZ,1718055478
496,tindouf,27.6711,-8.1474,24.25,38,0,10.8,DZ,1718055478
497,lu-uk,5.9684,121.3122,25.93,86,93,1.71,PH,1718055478
498,faratsiho,-19.4,46.95,9.79,90,97,2.9,MG,1718055478
499,guerrero negro,27.9769,-114.0611,20.8,60,96,7.83,MX,1718055478
500,dali,25.7,100.1833,17.74,91,81,1.99,CN,1718055382
501,nova sintra,14.8667,-24.7167,23.8,81,0,9.68,CV,1718055479
502,brookings,44.3114,-96.7984,25.19,45,38,4.18,US,1718055471
503,altamira,-3.2033,-52.2064,26.05,89,0,0.0,BR,1718055479
504,itaiba,-8.9475,-37.4228,21.27,81,99,4.76,BR,1718055360
505,laguna,38.421,-121.4238,35.17,35,0,3.09,US,1718055480
506,tocopilla,-22.092,-70.1979,17.99,81,77,3.74,CL,1718055480
507,tsiombe,-25.3,45.4833,18.76,68,32,6.67,MG,1718055480
508,khovd,48.0056,91.6419,18.61,44,39,1.99,MN,1718055480
509,pacocha,-17.5833,-71.3333,18.08,72,75,3.09,PE,1718055480
510,machico,32.7,-16.7667,20.35,77,75,5.66,PT,1718055481
511,constitucion,-35.3333,-72.4167,13.4,83,100,8.96,CL,1718055207
512,kuytun,54.3419,101.5036,11.04,85,100,2.07,RU,1718055481
513,lawas,13.764,121.0566,26.71,84,30,1.0,PH,1718055481
514,acajutla,13.5928,-89.8275,28.65,75,80,3.33,SV,1718055481
515,al bawiti,28.3492,28.8659,27.2,24,0,2.21,EG,1718055482
516,ambodifotatra,-16.9833,49.85,22.91,82,52,9.44,MG,1718055482
517,yetkul',54.8221,61.588,13.35,71,3,3.73,RU,1718055482
518,la huacana,18.9667,-101.8167,38.9,19,90,1.35,MX,1718055482
519,selfoss,63.9331,-20.9971,11.69,68,97,2.86,IS,1718055482
520,san bernardo del viento,9.3533,-75.9524,29.16,74,100,2.78,CO,1718055483
521,liwale,-9.7667,37.9333,21.04,56,63,1.99,TZ,1718055483
522,broome,42.2506,-75.833,18.16,78,100,3.6,US,1718055483
523,salinas,36.6777,-121.6555,29.45,68,20,5.66,US,1718055435
524,paraty,-23.2178,-44.7131,21.97,67,4,2.39,BR,1718055377
525,le port,-20.9373,55.2919,22.98,74,26,3.24,RE,1718055484
526,portland,45.5234,-122.6762,26.47,34,20,3.6,US,1718055315
527,howrah,22.5892,88.3103,30.0,89,40,5.14,IN,1718055484
528,midvagur,62.0511,-7.1939,5.46,81,100,8.75,FO,1718055484
529,sinop,41.7711,34.8709,17.57,60,0,4.2,TR,1718055485
530,lompoc,34.6391,-120.4579,28.21,74,0,6.69,US,1718055485
531,el porvenir,13.7617,-87.3458,23.63,75,98,2.2,HN,1718055485
532,east ballina,-28.8667,153.5833,9.33,80,20,4.25,AU,1718055485
533,turriff,57.5384,-2.4593,8.21,90,100,9.56,GB,1718055485
534,pueblo nuevo,23.3833,-105.3833,23.65,39,75,4.04,MX,1718055486
535,zaraza,9.3503,-65.3245,26.45,88,81,2.37,VE,1718055481
536,mikuni,36.2171,136.1519,18.95,72,13,2.12,JP,1718055486
537,ishikawa,26.4233,127.8214,25.19,95,100,7.2,JP,1718055486
538,huanan,46.2167,130.5167,17.67,72,100,3.63,CN,1718055486
539,zouerate,22.7187,-12.4521,30.29,23,100,7.95,MR,1718055487
540,mil'kovo,55.6078,37.7956,18.08,95,74,4.49,RU,1718055487
541,umluj,25.0213,37.2685,29.06,53,0,3.27,SA,1718055487
542,mvurwi,-17.0333,30.85,8.39,74,2,2.52,ZW,1718055251
543,dobrinka,52.1653,40.4731,21.01,80,6,3.74,RU,1718055488
544,afif,23.9065,42.9172,32.32,12,76,4.93,SA,1718055488
545,mthatha,-31.5889,28.7844,9.86,56,0,1.68,ZA,1718055488
546,sa pa,22.3402,103.8441,16.78,98,100,0.22,VN,1718055488
547,klaksvik,62.2266,-6.589,5.51,77,100,10.81,FO,1718055488
548,santarem,-2.4431,-54.7083,29.07,79,20,3.6,BR,1718055263
549,palmer,42.1584,-72.3287,21.78,53,75,8.23,US,1718055489
550,la'ie,21.6477,-157.9253,28.98,67,4,5.36,US,1718055489
551,chimoio,-19.1164,33.4833,13.92,82,40,1.86,MZ,1718055489
552,dunedin,-45.8742,170.5036,7.11,57,20,2.68,NZ,1718055489
553,box elder,41.5005,-112.8764,23.5,48,0,3.01,US,1718055490
554,wankyi,7.7392,-2.1046,24.73,88,92,4.33,GH,1718055490
555,slave lake,55.2834,-114.769,14.99,67,100,3.09,CA,1718055383
556,vila do maio,15.1333,-23.2167,24.44,85,18,5.69,CV,1718055490
557,el molar,40.7322,-3.5797,16.42,81,98,1.09,ES,1718055490
558,dogonbadan,30.3586,50.7981,29.81,22,31,1.52,IR,1718055491
559,tobruk,32.0836,23.9764,24.05,67,0,2.53,LY,1718055491
560,sovetskiy,61.3614,63.5842,14.38,72,15,2.24,RU,1718055491
561,plettenberg bay,-34.0527,23.3716,19.0,42,81,5.09,ZA,1718055491
562,kushiro,42.975,144.3747,14.53,100,100,1.03,JP,1718055436
563,krasnovishersk,60.4078,57.082,9.97,95,4,1.46,RU,1718055491
